"BehaviorSpace results (NetLogo 6.2.1)"
"Vacunación-Centralidad.nlogo"
"Vacunación-Centralidad"
"05/08/2022 21:44:12:802 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","porc-iniciales","tipo-iniciales","prob-contagio","num-nodos","[step]","infectados"
"1805","7","mayorgrado","100","500","2","3"
"1806","7","mayorgrado","100","500","3","4"
"1807","7","mayorgrado","100","500","1","2"
"1809","7","mayorgrado","100","500","0","0"
"1808","7","mayorgrado","100","500","4","4"
"1810","7","mayorgrado","100","500","1","1"
"1811","7","mayorgrado","100","600","0","0"
"1812","7","mayorgrado","100","600","2","3"
"1813","7","mayorgrado","100","600","1","1"
"1814","7","mayorgrado","100","600","2","3"
"1815","7","mayorgrado","100","600","2","2"
"1816","7","mayorgrado","100","600","1","1"
"1817","7","mayorgrado","100","600","2","4"
"1818","7","mayorgrado","100","600","0","0"
"1819","7","mayorgrado","100","600","0","0"
"1820","7","mayorgrado","100","600","0","0"
"1821","7","mayorgrado","100","700","0","0"
"1822","7","mayorgrado","100","700","2","2"
"1823","7","mayorgrado","100","700","0","0"
"1824","7","mayorgrado","100","700","0","0"
"1825","7","mayorgrado","100","700","0","0"
"1826","7","mayorgrado","100","700","3","3"
"1827","7","mayorgrado","100","700","0","0"
"1828","7","mayorgrado","100","700","0","0"
"1830","7","mayorgrado","100","700","1","1"
"1829","7","mayorgrado","100","700","3","13"
"1831","7","mayorgrado","100","800","0","0"
"1833","7","mayorgrado","100","800","2","4"
"1832","7","mayorgrado","100","800","2","3"
"1739","6","close","100","1000","6","51"
"1834","7","mayorgrado","100","800","1","1"
"1835","7","mayorgrado","100","800","2","2"
"1836","7","mayorgrado","100","800","2","3"
"1837","7","mayorgrado","100","800","0","0"
"1838","7","mayorgrado","100","800","0","0"
"1839","7","mayorgrado","100","800","3","7"
"1840","7","mayorgrado","100","800","1","1"
"1841","7","mayorgrado","100","900","3","7"
"1842","7","mayorgrado","100","900","2","4"
"1843","7","mayorgrado","100","900","0","0"
"1844","7","mayorgrado","100","900","2","3"
"1845","7","mayorgrado","100","900","2","4"
"1846","7","mayorgrado","100","900","2","3"
"1798","6","eigen","100","1000","9","397"
"1847","7","mayorgrado","100","900","2","2"
"1848","7","mayorgrado","100","900","2","4"
"1849","7","mayorgrado","100","900","1","1"
"1850","7","mayorgrado","100","900","0","0"
"1853","7","mayorgrado","100","1000","0","0"
"1851","7","mayorgrado","100","1000","2","2"
"1852","7","mayorgrado","100","1000","3","7"
"1799","6","eigen","100","1000","2","4"
"1854","7","mayorgrado","100","1000","1","1"
"1855","7","mayorgrado","100","1000","0","0"
"1856","7","mayorgrado","100","1000","2","6"
"1857","7","mayorgrado","100","1000","2","4"
"1858","7","mayorgrado","100","1000","1","1"
"1859","7","mayorgrado","100","1000","0","0"
"1860","7","mayorgrado","100","1000","4","5"
"1863","7","random","100","500","8","333"
"1862","7","random","100","500","9","427"
"1861","7","random","100","500","10","402"
"1864","7","random","100","500","10","440"
"1865","7","random","100","500","10","355"
"1866","7","random","100","500","10","301"
"1800","6","eigen","100","1000","3","12"
"1797","6","eigen","100","1000","6","11"
"1868","7","random","100","500","11","446"
"1867","7","random","100","500","12","452"
"1869","7","random","100","500","10","417"
"1872","7","random","100","600","8","403"
"1871","7","random","100","600","11","449"
"1876","7","random","100","600","3","3"
"1874","7","random","100","600","14","502"
"1877","7","random","100","600","0","0"
"1873","7","random","100","600","11","521"
"1875","7","random","100","600","11","530"
"1870","7","random","100","500","10","430"
"1878","7","random","100","600","12","336"
"1879","7","random","100","600","10","508"
"1885","7","random","100","700","5","20"
"1880","7","random","100","600","12","480"
"1881","7","random","100","700","13","546"
"1882","7","random","100","700","10","559"
"1884","7","random","100","700","14","630"
"1890","7","random","100","700","8","262"
"1889","7","random","100","700","10","606"
"1887","7","random","100","700","11","596"
"1886","7","random","100","700","9","575"
"1883","7","random","100","700","8","579"
"1888","7","random","100","700","12","578"
"1892","7","random","100","800","1","2"
"1891","7","random","100","800","7","46"
"1898","7","random","100","800","4","41"
"1896","7","random","100","800","10","481"
"1899","7","random","100","800","9","493"
"1893","7","random","100","800","11","439"
"1895","7","random","100","800","12","652"
"1897","7","random","100","800","10","712"
"1894","7","random","100","800","14","720"
"1900","7","random","100","800","3","9"
"1901","7","random","100","900","10","291"
"1905","7","random","100","900","9","596"
"1903","7","random","100","900","11","752"
"1906","7","random","100","900","6","23"
"1902","7","random","100","900","11","686"
"1909","7","random","100","900","6","85"
"1907","7","random","100","900","14","661"
"1904","7","random","100","900","14","720"
"1908","7","random","100","900","17","770"
"1910","7","random","100","900","9","782"
"1912","7","random","100","1000","9","780"
"1916","7","random","100","1000","0","0"
"1915","7","random","100","1000","4","14"
"1913","7","random","100","1000","15","682"
"1911","7","random","100","1000","16","691"
"1919","7","random","100","1000","5","32"
"1920","7","random","100","1000","7","165"
"1914","7","random","100","1000","11","883"
"1917","7","random","100","1000","7","112"
"1918","7","random","100","1000","15","808"
"1740","6","close","100","1000","5","23"
"1921","7","between","100","500","0","0"
"1926","7","between","100","500","3","4"
"1925","7","between","100","500","0","0"
"1922","7","between","100","500","0","0"
"1924","7","between","100","500","0","0"
"1923","7","between","100","500","2","5"
"1927","7","between","100","500","1","3"
"1928","7","between","100","500","0","0"
"1929","7","between","100","500","1","1"
"1930","7","between","100","500","1","1"
"1931","7","between","100","600","4","5"
"1935","7","between","100","600","0","0"
"1936","7","between","100","600","2","2"
"1932","7","between","100","600","2","3"
"1933","7","between","100","600","1","1"
"1934","7","between","100","600","3","3"
"1938","7","between","100","600","1","1"
"1937","7","between","100","600","0","0"
"1939","7","between","100","600","0","0"
"1940","7","between","100","600","3","4"
"1941","7","between","100","700","1","2"
"1942","7","between","100","700","1","1"
"1943","7","between","100","700","2","5"
"1944","7","between","100","700","0","0"
"1945","7","between","100","700","2","2"
"1946","7","between","100","700","1","1"
"1947","7","between","100","700","1","1"
"1948","7","between","100","700","3","4"
"1949","7","between","100","700","2","4"
"1950","7","between","100","700","2","2"
"1953","7","between","100","800","0","0"
"1951","7","between","100","800","1","3"
"1954","7","between","100","800","2","3"
"1952","7","between","100","800","0","0"
"1956","7","between","100","800","0","0"
"1955","7","between","100","800","1","1"
"1957","7","between","100","800","0","0"
"1958","7","between","100","800","0","0"
"1959","7","between","100","800","0","0"
"1960","7","between","100","800","2","2"
"1961","7","between","100","900","0","0"
"1962","7","between","100","900","2","3"
"1964","7","between","100","900","1","1"
"1963","7","between","100","900","1","1"
"1965","7","between","100","900","3","4"
"1966","7","between","100","900","2","3"
"1967","7","between","100","900","1","1"
"1968","7","between","100","900","2","2"
"1969","7","between","100","900","4","4"
"1970","7","between","100","900","2","5"
"1971","7","between","100","1000","3","4"
"1972","7","between","100","1000","2","5"
"1973","7","between","100","1000","0","0"
"1975","7","between","100","1000","1","1"
"1974","7","between","100","1000","0","0"
"1981","7","close","100","500","0","0"
"1976","7","between","100","1000","1","1"
"1977","7","between","100","1000","3","3"
"1982","7","close","100","500","0","0"
"1984","7","close","100","500","1","1"
"1983","7","close","100","500","1","3"
"1985","7","close","100","500","3","8"
"1978","7","between","100","1000","0","0"
"1986","7","close","100","500","4","14"
"1979","7","between","100","1000","0","0"
"1987","7","close","100","500","4","17"
"1980","7","between","100","1000","0","0"
"1988","7","close","100","500","3","13"
"1989","7","close","100","500","0","0"
"1990","7","close","100","500","4","9"
"1991","7","close","100","600","5","29"
"1992","7","close","100","600","0","0"
"1997","7","close","100","600","6","23"
"1996","7","close","100","600","4","8"
"1993","7","close","100","600","6","29"
"1998","7","close","100","600","5","31"
"2000","7","close","100","600","6","22"
"1994","7","close","100","600","8","51"
"1995","7","close","100","600","3","5"
"1999","7","close","100","600","7","147"
"2001","7","close","100","700","2","2"
"2002","7","close","100","700","8","66"
"2003","7","close","100","700","4","22"
"2005","7","close","100","700","6","28"
"2007","7","close","100","700","3","11"
"2006","7","close","100","700","0","0"
"2004","7","close","100","700","0","0"
"2008","7","close","100","700","1","2"
"2009","7","close","100","700","0","0"
"2010","7","close","100","700","3","12"
"2011","7","close","100","800","3","9"
"2013","7","close","100","800","1","1"
"2012","7","close","100","800","9","116"
"2015","7","close","100","800","4","10"
"2014","7","close","100","800","5","30"
"2017","7","close","100","800","4","5"
"2016","7","close","100","800","9","151"
"2018","7","close","100","800","3","14"
"2019","7","close","100","800","1","1"
"2020","7","close","100","800","3","6"
"2021","7","close","100","900","2","2"
"2024","7","close","100","900","2","4"
"2026","7","close","100","900","5","18"
"2022","7","close","100","900","7","42"
"2023","7","close","100","900","1","1"
"2025","7","close","100","900","7","65"
"2027","7","close","100","900","0","0"
"2028","7","close","100","900","8","73"
"2029","7","close","100","900","2","2"
"2030","7","close","100","900","8","100"
"2031","7","close","100","1000","4","7"
"2032","7","close","100","1000","7","91"
"2035","7","close","100","1000","2","4"
"2033","7","close","100","1000","3","4"
"2041","7","eigen","100","500","0","0"
"2043","7","eigen","100","500","1","1"
"2042","7","eigen","100","500","8","172"
"2044","7","eigen","100","500","5","32"
"2034","7","close","100","1000","2","4"
"2045","7","eigen","100","500","10","269"
"2046","7","eigen","100","500","4","29"
"2048","7","eigen","100","500","1","1"
"2047","7","eigen","100","500","5","24"
"2049","7","eigen","100","500","0","0"
"2050","7","eigen","100","500","0","0"
"2051","7","eigen","100","600","6","54"
"2052","7","eigen","100","600","13","265"
"2054","7","eigen","100","600","5","30"
"2053","7","eigen","100","600","4","9"
"2036","7","close","100","1000","0","0"
"2056","7","eigen","100","600","4","10"
"2055","7","eigen","100","600","8","52"
"2058","7","eigen","100","600","4","15"
"2057","7","eigen","100","600","5","12"
"2059","7","eigen","100","600","6","67"
"2060","7","eigen","100","600","5","32"
"2061","7","eigen","100","700","8","154"
"2062","7","eigen","100","700","3","8"
"2064","7","eigen","100","700","4","31"
"2063","7","eigen","100","700","6","17"
"2065","7","eigen","100","700","0","0"
"2067","7","eigen","100","700","4","9"
"2066","7","eigen","100","700","0","0"
"2068","7","eigen","100","700","5","133"
"2069","7","eigen","100","700","11","216"
"2070","7","eigen","100","700","5","16"
"2037","7","close","100","1000","0","0"
"2072","7","eigen","100","800","1","1"
"2073","7","eigen","100","800","6","25"
"2071","7","eigen","100","800","9","177"
"2074","7","eigen","100","800","9","273"
"2076","7","eigen","100","800","8","82"
"2077","7","eigen","100","800","0","0"
"2075","7","eigen","100","800","7","114"
"2078","7","eigen","100","800","0","0"
"2079","7","eigen","100","800","9","195"
"2080","7","eigen","100","800","7","166"
"2081","7","eigen","100","900","4","17"
"2082","7","eigen","100","900","0","0"
"2084","7","eigen","100","900","3","5"
"2083","7","eigen","100","900","4","23"
"2038","7","close","100","1000","3","8"
"2086","7","eigen","100","900","5","41"
"2085","7","eigen","100","900","10","99"
"2088","7","eigen","100","900","5","17"
"2091","7","eigen","100","1000","4","14"
"2089","7","eigen","100","900","9","70"
"2087","7","eigen","100","900","11","131"
"2090","7","eigen","100","900","6","96"
"2092","7","eigen","100","1000","10","80"
"2093","7","eigen","100","1000","0","0"
"2094","7","eigen","100","1000","3","6"
"2095","7","eigen","100","1000","7","32"
"2101","8","mayorgrado","100","500","1","3"
"2102","8","mayorgrado","100","500","0","0"
"2103","8","mayorgrado","100","500","1","1"
"2104","8","mayorgrado","100","500","4","8"
"2105","8","mayorgrado","100","500","1","3"
"2106","8","mayorgrado","100","500","3","4"
"2097","7","eigen","100","1000","8","255"
"2107","8","mayorgrado","100","500","0","0"
"2109","8","mayorgrado","100","500","0","0"
"2108","8","mayorgrado","100","500","1","1"
"2110","8","mayorgrado","100","500","2","2"
"2112","8","mayorgrado","100","600","0","0"
"2111","8","mayorgrado","100","600","0","0"
"2113","8","mayorgrado","100","600","0","0"
"2114","8","mayorgrado","100","600","1","1"
"2096","7","eigen","100","1000","9","41"
"2115","8","mayorgrado","100","600","0","0"
"2118","8","mayorgrado","100","600","0","0"
"2117","8","mayorgrado","100","600","2","2"
"2116","8","mayorgrado","100","600","4","7"
"2119","8","mayorgrado","100","600","2","3"
"2122","8","mayorgrado","100","700","1","1"
"2099","7","eigen","100","1000","8","80"
"2124","8","mayorgrado","100","700","1","2"
"2125","8","mayorgrado","100","700","0","0"
"2121","8","mayorgrado","100","700","0","0"
"2120","8","mayorgrado","100","600","0","0"
"2123","8","mayorgrado","100","700","0","0"
"2127","8","mayorgrado","100","700","0","0"
"2128","8","mayorgrado","100","700","2","3"
"2129","8","mayorgrado","100","700","2","2"
"2130","8","mayorgrado","100","700","2","5"
"2131","8","mayorgrado","100","800","1","2"
"2126","8","mayorgrado","100","700","3","5"
"2135","8","mayorgrado","100","800","0","0"
"2136","8","mayorgrado","100","800","4","6"
"2100","7","eigen","100","1000","0","0"
"2138","8","mayorgrado","100","800","1","1"
"2098","7","eigen","100","1000","7","83"
"2132","8","mayorgrado","100","800","1","1"
"2137","8","mayorgrado","100","800","2","2"
"2134","8","mayorgrado","100","800","1","1"
"2133","8","mayorgrado","100","800","1","2"
"2140","8","mayorgrado","100","800","1","1"
"2142","8","mayorgrado","100","900","0","0"
"2141","8","mayorgrado","100","900","1","1"
"2143","8","mayorgrado","100","900","0","0"
"2144","8","mayorgrado","100","900","2","4"
"2145","8","mayorgrado","100","900","1","1"
"2139","8","mayorgrado","100","800","3","8"
"2151","8","mayorgrado","100","1000","2","6"
"2146","8","mayorgrado","100","900","0","0"
"2147","8","mayorgrado","100","900","0","0"
"2153","8","mayorgrado","100","1000","1","2"
"2154","8","mayorgrado","100","1000","0","0"
"2148","8","mayorgrado","100","900","0","0"
"2150","8","mayorgrado","100","900","0","0"
"2158","8","mayorgrado","100","1000","1","1"
"2157","8","mayorgrado","100","1000","0","0"
"2149","8","mayorgrado","100","900","0","0"
"2155","8","mayorgrado","100","1000","1","1"
"2152","8","mayorgrado","100","1000","1","1"
"2156","8","mayorgrado","100","1000","2","3"
"2163","8","random","100","500","10","376"
"2162","8","random","100","500","10","357"
"2164","8","random","100","500","11","388"
"2161","8","random","100","500","13","423"
"2159","8","mayorgrado","100","1000","2","2"
"2167","8","random","100","500","7","155"
"2160","8","mayorgrado","100","1000","0","0"
"2168","8","random","100","500","7","123"
"2172","8","random","100","600","4","31"
"2169","8","random","100","500","11","409"
"2165","8","random","100","500","12","362"
"2166","8","random","100","500","9","421"
"2175","8","random","100","600","13","504"
"2171","8","random","100","600","14","521"
"2176","8","random","100","600","12","480"
"2170","8","random","100","500","16","419"
"2178","8","random","100","600","6","13"
"2174","8","random","100","600","2","4"
"2173","8","random","100","600","12","525"
"2182","8","random","100","700","12","106"
"2180","8","random","100","600","12","513"
"2179","8","random","100","600","14","446"
"2177","8","random","100","600","11","450"
"2183","8","random","100","700","8","554"
"2184","8","random","100","700","14","609"
"2181","8","random","100","700","16","606"
"2186","8","random","100","700","15","538"
"2187","8","random","100","700","10","566"
"2188","8","random","100","700","10","468"
"2190","8","random","100","700","11","589"
"2185","8","random","100","700","14","521"
"2193","8","random","100","800","11","560"
"2189","8","random","100","700","10","496"
"2191","8","random","100","800","10","604"
"2192","8","random","100","800","10","678"
"2194","8","random","100","800","12","678"
"2196","8","random","100","800","12","481"
"2199","8","random","100","800","10","680"
"2198","8","random","100","800","10","612"
"2195","8","random","100","800","11","553"
"2197","8","random","100","800","11","625"
"2200","8","random","100","800","5","14"
"2201","8","random","100","900","3","4"
"2202","8","random","100","900","13","731"
"2208","8","random","100","900","0","0"
"2205","8","random","100","900","13","621"
"2203","8","random","100","900","11","635"
"2210","8","random","100","900","5","25"
"2206","8","random","100","900","12","720"
"2207","8","random","100","900","15","737"
"2204","8","random","100","900","15","751"
"2214","8","random","100","1000","10","267"
"2213","8","random","100","1000","10","737"
"2211","8","random","100","1000","13","854"
"2215","8","random","100","1000","12","853"
"2209","8","random","100","900","11","649"
"2212","8","random","100","1000","9","712"
"2218","8","random","100","1000","2","2"
"2217","8","random","100","1000","12","799"
"2219","8","random","100","1000","12","819"
"2216","8","random","100","1000","13","806"
"2220","8","random","100","1000","14","809"
"2039","7","close","100","1000","2","8"
"2226","8","between","100","500","3","4"
"2223","8","between","100","500","3","3"
"2221","8","between","100","500","2","4"
"2225","8","between","100","500","1","1"
"2224","8","between","100","500","2","2"
"2222","8","between","100","500","0","0"
"2227","8","between","100","500","2","2"
"2228","8","between","100","500","1","1"
"2229","8","between","100","500","2","3"
"2230","8","between","100","500","0","0"
"2232","8","between","100","600","1","2"
"2231","8","between","100","600","0","0"
"2233","8","between","100","600","2","2"
"2234","8","between","100","600","0","0"
"2235","8","between","100","600","1","1"
"2236","8","between","100","600","2","4"
"2040","7","close","100","1000","2","2"
"2237","8","between","100","600","4","5"
"2238","8","between","100","600","1","1"
"2239","8","between","100","600","2","4"
"2240","8","between","100","600","2","2"
"2241","8","between","100","700","2","2"
"2243","8","between","100","700","0","0"
"2242","8","between","100","700","0","0"
"2244","8","between","100","700","2","4"
"2246","8","between","100","700","3","4"
"2245","8","between","100","700","2","2"
"2247","8","between","100","700","1","1"
"2248","8","between","100","700","4","5"
"2249","8","between","100","700","2","3"
"2250","8","between","100","700","0","0"
"2253","8","between","100","800","1","1"
"2251","8","between","100","800","2","2"
"2252","8","between","100","800","0","0"
"2256","8","between","100","800","1","1"
"2255","8","between","100","800","0","0"
"2254","8","between","100","800","0","0"
"2257","8","between","100","800","1","1"
"2258","8","between","100","800","1","1"
"2259","8","between","100","800","2","2"
"2260","8","between","100","800","1","1"
"2261","8","between","100","900","1","1"
"2262","8","between","100","900","0","0"
"2264","8","between","100","900","0","0"
"2263","8","between","100","900","3","5"
"2265","8","between","100","900","0","0"
"2266","8","between","100","900","2","3"
"2267","8","between","100","900","3","6"
"2268","8","between","100","900","0","0"
"2269","8","between","100","900","0","0"
"2270","8","between","100","900","3","4"
"2273","8","between","100","1000","0","0"
"2272","8","between","100","1000","0","0"
"2275","8","between","100","1000","0","0"
"2271","8","between","100","1000","2","3"
"2274","8","between","100","1000","2","5"
"2276","8","between","100","1000","2","2"
"2277","8","between","100","1000","0","0"
"2281","8","close","100","500","0","0"
"2284","8","close","100","500","4","6"
"2283","8","close","100","500","6","33"
"2282","8","close","100","500","7","38"
"2285","8","close","100","500","4","59"
"2278","8","between","100","1000","2","3"
"2286","8","close","100","500","3","3"
"2288","8","close","100","500","2","2"
"2287","8","close","100","500","0","0"
"2289","8","close","100","500","1","2"
"2290","8","close","100","500","0","0"
"2291","8","close","100","600","6","45"
"2279","8","between","100","1000","2","3"
"2280","8","between","100","1000","2","4"
"2293","8","close","100","600","7","26"
"2292","8","close","100","600","3","4"
"2294","8","close","100","600","0","0"
"2295","8","close","100","600","0","0"
"2296","8","close","100","600","6","35"
"2297","8","close","100","600","0","0"
"2298","8","close","100","600","4","13"
"2299","8","close","100","600","8","40"
"2300","8","close","100","600","1","1"
"2302","8","close","100","700","0","0"
"2301","8","close","100","700","6","71"
"2305","8","close","100","700","1","1"
"2304","8","close","100","700","0","0"
"2303","8","close","100","700","7","45"
"2307","8","close","100","700","7","66"
"2306","8","close","100","700","5","19"
"2308","8","close","100","700","8","21"
"2309","8","close","100","700","7","60"
"2310","8","close","100","700","5","8"
"2311","8","close","100","800","8","84"
"2312","8","close","100","800","0","0"
"2315","8","close","100","800","0","0"
"2314","8","close","100","800","4","9"
"2313","8","close","100","800","3","7"
"2317","8","close","100","800","8","62"
"2316","8","close","100","800","3","9"
"2318","8","close","100","800","7","152"
"2319","8","close","100","800","2","5"
"2320","8","close","100","800","2","6"
"2324","8","close","100","900","1","1"
"2321","8","close","100","900","2","4"
"2322","8","close","100","900","2","5"
"2325","8","close","100","900","3","11"
"2323","8","close","100","900","3","12"
"2326","8","close","100","900","2","4"
"2327","8","close","100","900","5","24"
"2328","8","close","100","900","6","42"
"2329","8","close","100","900","6","31"
"2330","8","close","100","900","7","58"
"2335","8","close","100","1000","4","6"
"2331","8","close","100","1000","5","69"
"2332","8","close","100","1000","2","3"
"2334","8","close","100","1000","1","2"
"2341","8","eigen","100","500","4","4"
"2342","8","eigen","100","500","11","199"
"2343","8","eigen","100","500","10","80"
"2344","8","eigen","100","500","4","11"
"2346","8","eigen","100","500","9","141"
"2345","8","eigen","100","500","1","2"
"2347","8","eigen","100","500","4","6"
"2348","8","eigen","100","500","2","2"
"2349","8","eigen","100","500","3","4"
"2350","8","eigen","100","500","0","0"
"2351","8","eigen","100","600","0","0"
"2336","8","close","100","1000","0","0"
"2352","8","eigen","100","600","7","16"
"2353","8","eigen","100","600","8","79"
"2333","8","close","100","1000","2","4"
"2354","8","eigen","100","600","4","14"
"2355","8","eigen","100","600","0","0"
"2356","8","eigen","100","600","10","264"
"2357","8","eigen","100","600","6","100"
"2358","8","eigen","100","600","7","37"
"2360","8","eigen","100","600","1","2"
"2361","8","eigen","100","700","0","0"
"2362","8","eigen","100","700","0","0"
"2359","8","eigen","100","600","0","0"
"2365","8","eigen","100","700","3","8"
"2337","8","close","100","1000","1","1"
"2363","8","eigen","100","700","0","0"
"2364","8","eigen","100","700","2","3"
"2367","8","eigen","100","700","6","49"
"2368","8","eigen","100","700","11","262"
"2366","8","eigen","100","700","5","19"
"2369","8","eigen","100","700","4","31"
"2370","8","eigen","100","700","3","12"
"2371","8","eigen","100","800","3","6"
"2374","8","eigen","100","800","4","20"
"2372","8","eigen","100","800","1","3"
"2375","8","eigen","100","800","3","3"
"2373","8","eigen","100","800","0","0"
"2376","8","eigen","100","800","11","86"
"2378","8","eigen","100","800","7","30"
"2377","8","eigen","100","800","6","32"
"2379","8","eigen","100","800","4","24"
"2380","8","eigen","100","800","7","53"
"2381","8","eigen","100","900","3","5"
"2382","8","eigen","100","900","10","398"
"2384","8","eigen","100","900","6","70"
"2383","8","eigen","100","900","4","17"
"2385","8","eigen","100","900","8","71"
"2387","8","eigen","100","900","3","6"
"2386","8","eigen","100","900","11","198"
"2388","8","eigen","100","900","3","5"
"2389","8","eigen","100","900","6","52"
"2390","8","eigen","100","900","0","0"
"2391","8","eigen","100","1000","6","25"
"2392","8","eigen","100","1000","0","0"
"2393","8","eigen","100","1000","6","12"
"2394","8","eigen","100","1000","4","6"
"2396","8","eigen","100","1000","1","1"
"2397","8","eigen","100","1000","3","8"
"2395","8","eigen","100","1000","5","35"
"2401","9","mayorgrado","100","500","0","0"
"2402","9","mayorgrado","100","500","2","4"
"2404","9","mayorgrado","100","500","2","2"
"2403","9","mayorgrado","100","500","2","2"
"2406","9","mayorgrado","100","500","0","0"
"2407","9","mayorgrado","100","500","1","2"
"2398","8","eigen","100","1000","5","23"
"2408","9","mayorgrado","100","500","2","2"
"2409","9","mayorgrado","100","500","0","0"
"2411","9","mayorgrado","100","600","2","2"
"2405","9","mayorgrado","100","500","1","3"
"2410","9","mayorgrado","100","500","3","3"
"2414","9","mayorgrado","100","600","2","3"
"2415","9","mayorgrado","100","600","1","1"
"2413","9","mayorgrado","100","600","0","0"
"2416","9","mayorgrado","100","600","0","0"
"2417","9","mayorgrado","100","600","0","0"
"2412","9","mayorgrado","100","600","3","5"
"2419","9","mayorgrado","100","600","0","0"
"2420","9","mayorgrado","100","600","1","1"
"2422","9","mayorgrado","100","700","1","1"
"2418","9","mayorgrado","100","600","0","0"
"2424","9","mayorgrado","100","700","0","0"
"2425","9","mayorgrado","100","700","2","2"
"2426","9","mayorgrado","100","700","1","1"
"2421","9","mayorgrado","100","700","0","0"
"2423","9","mayorgrado","100","700","1","3"
"2427","9","mayorgrado","100","700","0","0"
"2428","9","mayorgrado","100","700","0","0"
"2429","9","mayorgrado","100","700","1","1"
"2430","9","mayorgrado","100","700","3","5"
"2431","9","mayorgrado","100","800","2","2"
"2432","9","mayorgrado","100","800","0","0"
"2433","9","mayorgrado","100","800","0","0"
"2436","9","mayorgrado","100","800","3","6"
"2437","9","mayorgrado","100","800","2","2"
"2438","9","mayorgrado","100","800","1","1"
"2439","9","mayorgrado","100","800","1","1"
"2434","9","mayorgrado","100","800","5","10"
"2435","9","mayorgrado","100","800","2","2"
"2442","9","mayorgrado","100","900","0","0"
"2440","9","mayorgrado","100","800","1","1"
"2443","9","mayorgrado","100","900","1","3"
"2441","9","mayorgrado","100","900","1","1"
"2446","9","mayorgrado","100","900","0","0"
"2445","9","mayorgrado","100","900","0","0"
"2448","9","mayorgrado","100","900","2","4"
"2449","9","mayorgrado","100","900","0","0"
"2450","9","mayorgrado","100","900","0","0"
"2444","9","mayorgrado","100","900","2","2"
"2447","9","mayorgrado","100","900","0","0"
"2451","9","mayorgrado","100","1000","0","0"
"2452","9","mayorgrado","100","1000","4","6"
"2453","9","mayorgrado","100","1000","0","0"
"2455","9","mayorgrado","100","1000","0","0"
"2400","8","eigen","100","1000","2","5"
"2456","9","mayorgrado","100","1000","0","0"
"2454","9","mayorgrado","100","1000","1","2"
"2399","8","eigen","100","1000","10","229"
"2457","9","mayorgrado","100","1000","2","2"
"2458","9","mayorgrado","100","1000","0","0"
"2461","9","random","100","500","0","0"
"2463","9","random","100","500","8","404"
"2462","9","random","100","500","13","421"
"2459","9","mayorgrado","100","1000","1","2"
"2460","9","mayorgrado","100","1000","2","2"
"2464","9","random","100","500","10","364"
"2466","9","random","100","500","5","9"
"2469","9","random","100","500","1","1"
"2465","9","random","100","500","12","420"
"2470","9","random","100","500","2","4"
"2471","9","random","100","600","12","402"
"2472","9","random","100","600","8","500"
"2473","9","random","100","600","14","487"
"2475","9","random","100","600","0","0"
"2476","9","random","100","600","8","87"
"2474","9","random","100","600","18","455"
"2479","9","random","100","600","0","0"
"2477","9","random","100","600","11","456"
"2480","9","random","100","600","2","8"
"2478","9","random","100","600","10","496"
"2467","9","random","100","500","10","353"
"2481","9","random","100","700","7","79"
"2483","9","random","100","700","15","378"
"2485","9","random","100","700","12","565"
"2468","9","random","100","500","10","409"
"2488","9","random","100","700","4","22"
"2482","9","random","100","700","11","424"
"2486","9","random","100","700","11","412"
"2484","9","random","100","700","10","409"
"2487","9","random","100","700","12","502"
"2490","9","random","100","700","10","483"
"2494","9","random","100","800","4","11"
"2491","9","random","100","800","11","604"
"2493","9","random","100","800","13","541"
"2492","9","random","100","800","9","659"
"2489","9","random","100","700","10","558"
"2498","9","random","100","800","3","4"
"2495","9","random","100","800","10","107"
"2496","9","random","100","800","10","560"
"2499","9","random","100","800","5","44"
"2497","9","random","100","800","11","584"
"2502","9","random","100","900","11","476"
"2501","9","random","100","900","11","608"
"2500","9","random","100","800","13","672"
"2504","9","random","100","900","10","627"
"2503","9","random","100","900","11","693"
"2505","9","random","100","900","10","656"
"2506","9","random","100","900","11","690"
"2508","9","random","100","900","13","575"
"2510","9","random","100","900","14","754"
"2509","9","random","100","900","8","749"
"2507","9","random","100","900","11","747"
"2511","9","random","100","1000","8","771"
"2512","9","random","100","1000","14","856"
"2517","9","random","100","1000","2","6"
"2513","9","random","100","1000","12","682"
"2519","9","random","100","1000","3","5"
"2516","9","random","100","1000","11","650"
"2514","9","random","100","1000","13","651"
"2520","9","random","100","1000","1","1"
"2518","9","random","100","1000","11","786"
"2515","9","random","100","1000","13","683"
"2339","8","close","100","1000","5","16"
"2338","8","close","100","1000","4","8"
"2521","9","between","100","500","1","1"
"2523","9","between","100","500","2","2"
"2526","9","between","100","500","2","2"
"2524","9","between","100","500","0","0"
"2525","9","between","100","500","1","2"
"2522","9","between","100","500","2","4"
"2527","9","between","100","500","0","0"
"2528","9","between","100","500","0","0"
"2529","9","between","100","500","1","1"
"2530","9","between","100","500","0","0"
"2531","9","between","100","600","0","0"
"2340","8","close","100","1000","8","63"
"2535","9","between","100","600","1","1"
"2532","9","between","100","600","0","0"
"2533","9","between","100","600","2","2"
"2536","9","between","100","600","3","3"
"2534","9","between","100","600","2","2"
"2537","9","between","100","600","2","2"
"2538","9","between","100","600","3","3"
